;ID;Name;Price_night;Rank;Adress;Phone;Website;Description;Number_of_Rooms;Hotel_Style;Mail;Rating;Number_Rating;Location_Rating;Cleanliness_Rating;Service_Rating;Value_Rating;Walking_Grade;Near_Restaurants;Near_Attractions;Language_Spoken;Wifi;Taxi;Breakfast;Baggage_storage;All_day_front_desk;All_day_check_in;Dry_cleaning;Complimentary_Coffee;Snack_bar;Concierge;Newspaper;Laundry_service;Non_smoking_hotel;Ironing_service;Kid_friendly_buffet;Bar_Lounge;Allergy_free_room;Coffee_tea_maker;Blackout_curtains;Air_conditioning;Housekeeping;Flatscreen_TV;Bathrobes;All_day_check_in.1;Alarm_clock;Complimentary_toiletries;Snack_bar.1;Soundproof_rooms;Desk;Minibar;Bath_shower;Safe;Bottled_water;Electric_kettle;Hair_dryer;Family_rooms;Non_smoking_rooms;Valet_parking;Pool;Indoor_pool;Sauna;Hot_tub;Fitness_Center;Rooftop_bar;Spa;Massage;Doorperson;Umbrella;Butler_service;Umbrella.1;Hammam;Meeting_rooms;Banquet_room;Meeting_rooms.1;Highchairs_available;Pets_Allowed;Car_hire;Restaurant;Extra_long_beds;Air_purifier;Room_service;Private_balcony;Landmark_view;City_view;Suites;Separate_dining_area;Interconnected_rooms_available;Cable_satellite_TV;Refrigerator;Breakfast_in_the_room;Personal_trainer;Currency_exchange;Paid_private_parking_nearby;Walking_tours;Yoga_room;Books_DVD_music;Strollers
518;518;Best Western Plus Hotel Sydney Opera;;#183;50 rue des Mathurins 8th Arr., 75008 Paris France;01 42 65 35 48;https://www.tripadvisor.com/Commerce?p=BestWestern_BA&src=186908487&geo=228698&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=38631&bucket=937050&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=227107354&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZIbHdxZY0SoEbvc3K9MD2S1Nq0v-hY-3w13V7w7vBlcc&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&dated=true&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=1a0b034e318fe3ffb7a5c596a5e66f463&ba_uid=5874b6aa-540d-4850-afba-f5b46d92dedc;"The Sydney Opéra hotel enjoys a privileged location in the heart of Paris. It is located a short walk from the Concorde and the Champs Elysées, the Church of the Madeleine and the prestigious Opéra Garnier. The department stores on Boulevard Haussmann and the luxury shops of Faubourg Saint Honoré, as well as several theaters and the legendary Olympia Hall are also close to the hotel. We propose you a buffet breakfast, served on the ground floor, during the week from 7 a.m. to 10:30 a.m. and on saturday and sunday from 7 a.m. to 11 a.m. Hot drinks and fruit juices, breads and pastries, cereals, cold meats, yogurts and jams will give you the energy you need to start a great day.
Read more";36;None;None;4.5;812;4.5;4.5;4.5;4.5;;65.0;;None;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
519;519;Hotel Archetype Etoile;127;#201;6 rue des Acacias 17th Arr., 75017 Paris France;None;None;"Freshly renovated, Hôtel Archétype Étoile welcomes you in a brand new tropical chic universe, still dealing with it Art-Déco vibe. Situated Rue des Acacias, a lively and charming street in the 17th arrondissement, one subway station away from the Palais des Congrès, very next from few of the most touristic parisian monuments as l'Arc de Triomphe and les Champs Élysées, Archétype Étoile Hôtel is made of twenty-seven bedrooms all renovated in an elegant and comfortable way, and of new family rooms to welcome you and your family. Archétype Étoile Hôtel is now willing with a brand new coworking space and an intimist lounge, decorated with a ""prohibition"" vibe for your chilling moments. This establishment is a non smoking area. His welcoming hall with reception 24h/24 owns a room service (between 5pm and 1am) and also a laundry service (extra). WiFi access is available in all the hotel area. A buffet breakfast is served every morning in the room at this disposal. But, if you prefer, you can also take your breakfast in your bedroom, chilling and enjoying all the satellite channels on your television. We have two bedrooms configurated for people with reduced mobility. Spotted on the ground floor, it's large and italian showers equipped.
Read more";27;None;reservations@hotel-archetype-etoile.fr;5.0;77;5.0;5.0;5.0;5.0;;23.0;;English, French ;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520;520;Le Temple de Jeanne;;#237;125 rue Saint Antoine, 75004 Paris France;01 75 85 84 23;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=14188895&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227107367&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkZBAKX_sThTkq4P87l38x34L18bhccRf0m4mnaQvgGbnHcRJ_ItNc_Cg-eUFqIDkfw&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=1ef0b9f559e11840dd358b4f3d0ab29df&ba_uid=a0f1f73e-9600-4cc2-9cca-be83de0d3190;None;17;None;None;4.5;210;5.0;5.0;4.5;4.5;100.0;183.0;322.0;None;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
521;521;Hotel des Academies et des Arts;146;#199;15 rue de la Grande Chaumiere, 75006 Paris France;None;None;Hotel des Academies et des Arts in Paris, a unique boutique hotel located next to the Jardin du Luxembourg and Montparnasse, is dedicated to the creative arts.;20; Quaint ;reservation@hoteldesacademies.com;4.5;939;4.5;5.0;4.5;4.5;100.0;85.0;217.0;English, French, Russian, Spanish and 1 more ;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0
522;522;Hotel Monna Lisa;175;#229;97 rue la Boetie 8th Arr, 75008 Paris France;None;None;Fully refurbished, with its image wall and traditional facade, the Monna Lisa stands out as a mystical address whose charm is created by a unique combination of contemporary style and good taste.Our 4 star hotel located just a stone's throw from the Champs Elysees is the ideal place to discover Parisian life, and achieves a subtle balance between offering a totally new experience and a home from home. The 8th arrondissement is a highly sought-after area.;22; Trendy ;lemonnalisa@inwood-hotels.com;4.5;506;5.0;4.5;4.5;4.0;100.0;61.0;419.0;English, French, Spanish, Italian ;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
523;523;Hotel le Petit Paris;142;#221;214 rue Saint Jacques, 75005 Paris France;None;None;See why so many travelers make Le Petit Madeleine Hotel their hotel of choice when visiting Paris. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you. For those interested in checking out popular landmarks while visiting Paris, Le Petit Madeleine Hotel is located a short distance from Montmartre (1.3 mi) and Basilique du Sacre-Coeur de Montmartre (1.5 mi). The rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease. Le Petit Madeleine Hotel features a 24 hour front desk, a concierge, and baggage storage. In addition, as a valued Le Petit Madeleine Hotel guest, you can enjoy breakfast buffet that is available on-site. While in Paris be sure to experience local dumplings favorites at L'Arpege, Ze Kitchen Galerie, or Buddha-Bar. If you’re looking for something to do, Louvre Museum (1.2 mi), Musée d'Orsay (1.0 mi), and Arc de Triomphe (1.0 mi) are a nice way to spend some time, and they are all within walking distance of Le Petit Madeleine Hotel. At Le Petit Madeleine Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Paris. Read more;20; Business Boutique ;None;4.5;1,354;4.5;5.0;4.5;4.5;;;;English, French, Spanish, Croatian and 2 more ;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
524;524;Hotel Indigo Paris - Opera, an IHG hotel;290;#260;2 Rue Edouard VII, 75009 Paris France;None;None;Located in a quiet pedestrian street next to the famous Theatre Edouard VII, the 4-star boutique Hotel Indigo Paris - Opera is a modern interpretation of authentic Parisian style in the very heart of Paris. Just steps away from the Opera Garnier House, Olympia Music Hall and the famous department store Galeries Lafayette, Hotel Indigo Paris - Opera offers 57 spacious and fully renovated non-smoking rooms and suites decorated with an elegant modern Parisian inspiration.;57; Trendy Modern ;None;4.5;564;5.0;4.5;4.5;4.5;100.0;109.0;530.0;English, French, Spanish, German ;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
525;525;Les Bains;395;#267;7 rue du Bourg L Abbe, 75003 Paris France;01 86 76 06 77;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=7740508&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227107507&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkVghRzkhBI1ZFFYRYctzq49_uNtVx9ymCgoB-uehwYml60-M4XYi1yCyHBrAP28kfA&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=15fd193983728e0161034d6f0b11a96f3&ba_uid=f309d20b-43f7-41e6-96eb-58d45d158062;"If you’re looking for a romantic hotel in Paris, look no further than Les Bains.
Close to some of Paris' most popular landmarks, such as Basilique du Sacre-Coeur de Montmartre (1.6 mi) and Montmartre (1.7 mi), Les Bains is a great destination for tourists.
The rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Read more";39; Trendy Boutique ;None;4.5;447;4.5;5.0;4.5;4.0;;;;English, French, Russian, Spanish and 2 more ;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
526;526;Le VIP Paris Yacht Hotel;;#2;1 Port de la Rapee, 75012 Paris France;None;None;"Whether you are a tourist looking for original boat tours in Paris, or a couple that wants to enjoy a romantic boat dinner on la River Seine, we are pleased to introduce you to the most prestigious and original way to discover the city, as well as the most unique and unusual hotel in Paris. Our Dinner Cruises are unique in Paris and will leave your breathless; as from now on, your sightseeing will be done from your own hotel: a sailing yacht hotel!";24;None;None;4.0;1,091;4.0;4.0;4.0;3.5;;;;None;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
527;527;Hotel Belloy Saint-Germain;145;#399;2 rue Racine 6th Arr., 75006 Paris France;None;None;"Located on the Left Bank, in the heart of Saint-Germain-des-Prés, the Hotel Belloy Saint Germain Paris is a magnificent 4-star boutique hotel for lovers of old Paris. Carefully renovated and decorated by interior designer Sandra Benhamou, the Hotel Belloy Saint-Germain Paris has 50 rooms and suites that offer contemporary comfort complete with literary and artistic touches evocative of French elegance. There are nods to literature everywhere, bringing a sense of serenity and well-being. A beautiful bar is located in the lobby of our boutique hotel. Choose from our selection of champagne and cocktails and enjoy intimate and convivial moments with your partner, friends or family. A library corner is also available for those who appreciate tranquillity and reflection.
Read more";50;None;None;4.0;1,066;5.0;4.5;4.0;4.0;;;;English, French, Russian, Spanish and 1 more ;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
528;528;Hotel Cordelia;191;#415;11 rue Greffulhe, 75008 Paris France;None;None;"The hotel Cordelia is the place where romantic writers used to meet in the 19th century. In an elegant and relaxing atmosphere of serenity, Countess Cordelia of Greffulhe invites you to discover her 30 non-smoking and air conditioned rooms, all recently renovated. A harmony of shimmering colors combined with some historical eye winks and modern equipment. The courtesy of our staff will make your stay a special moment! The rooms are differently decorated but they stay true to style, each of the 30 rooms (Classic, Comfort and Privilege) have contemporary requirement and charm that inspire relaxation and serenity. Some rooms will surprise you with a flowered window. The hotel CORDELIA'S rooms inspire heaven and are placed in the heart of the world's business and fashion. They offer guests the assurance of a stay under the sign of comfort. All our rooms have the same level of technological equipment: • Direct Individual air conditioning • Direct Phone Line • Free WIFI connection • LCD TV with 56 satellite channels (CNN - Eurosport - BBC - RAI - etc.) • Individual safe • Courtesy tray - tea / coffee / kettle • National and international newspapers at your disposal • Hair - dryer and cosmetic mirror • Welcoming rank of products ""Dream Thermal"" • Mini bar • Desk • Luggage holder • Iron and an ironing board at your disposal • Other services: Room service 6pm/3am, laundry service Suite a la situation sanitaire Covid-1, l'Hotel Cordelia adhere au programme ""Caring Attitude"": Nous vous assurons de la mise en place des mesures sanitaires preconisees par l’Agence Nationale de Sante Publique. Un referent du protocole sanitaire est nomme en tant que garant des bonnes pratiques au sein de notre etablissement. Tous nos collaborateurs sont formes a ces nouvelles mesures, dans un souci partage de securite. Nos services sont adaptes pour limiter les interactions physiques (paiement sans contact, suppression des documentations, gestion differenciee des flux entrants et sortants…) Nous veillons a la qualite de l’ensemble de votre parcours en privilegiant des partenaires « Caring attitude ». Nous privilegions les conditions de reservation et d’annulation flexibles. Nous sommes attaches aux valeurs d’accueil et de bienveillance de Paris.
Read more";30;None;contact@cordelia-paris-hotel.com;4.0;667;4.5;4.5;4.0;4.0;100.0;73.0;462.0;English, French, Spanish, Italian ;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;529;Hotel des Comedies;163;#384;8 rue d Hauteville 10th Arr., 75010 Paris France;None;None;"Hotel des Comedies is an excellent choice for travelers visiting Paris, offering a charming environment alongside many helpful amenities designed to enhance your stay.
Hotel des Comedies is a charming hotel offering a flat screen TV, air conditioning, and a minibar in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
The hotel features a 24 hour front desk, a concierge, and baggage storage. Plus, guests can enjoy a lounge, which has made this a popular choice among travelers visiting Paris. For guests with a vehicle, there is paid public parking available nearby.
Read more";35;None;None;4.5;812;4.5;4.5;4.5;4.5;;;;English, French, Arabic, German ;1;0;0;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
530;530;Hotel du Lion d'Or Louvre;141;#455;5 rue de la Sourdiere, 75001 Paris France;01 86 76 72 75;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=283113&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227107632&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkcTGWCnJowc0PcHdAU6QnClPeFGGWLJcJYhK5PDon5kCXfDubwfzG6hhS19e_VRFEg&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=1b1bc0a16a780bc0b188be66f39fafe0a&ba_uid=13ee6890-2263-4709-a29f-c7eac7f03dfb;"Finding an ideal family-friendly hotel in Paris does not have to be difficult. Welcome to Hotel du Lion d'Or Louvre, a nice option for travelers like you.
Free wifi is offered to guests, and rooms at Hotel du Lion d'Or Louvre offer a flat screen TV, air conditioning, and a desk.
During your stay, take advantage of some of the amenities offered, including a 24 hour front desk, a concierge, and baggage storage. Guests of Hotel du Lion d'Or Louvre are also welcome to enjoy breakfast, located on site. For travelers arriving by car, there is paid public parking available nearby.
Read more";18; Centrally Located ;hotelduliondor@wanadoo.fr;4.0;472;5.0;4.0;4.0;4.0;;177.0;;English, French, Russian, Arabic ;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
531;531;Le Fabe Hotel;102;#224;113 B rue de l ouest, 75014 Paris France;None;None;"Ideally located in one of the most 'Parisian' areas : Montparnasse A brand new hotel with a contemporary design, bright colours and warm atmosphere... Ideally located in one of the most 'Parisian' areas: Montparnasse (with its many bars, restaurants, theatres and cabarets) and close to the legendary Latin Quarter/ Saint Germain des Près. Montparnasse railway station and Parc des Expositions are within easy reach, as well as AIR FRANCE shuttle buses serving Paris Airports (Roissy Charles de Gaulle or Orly). Nearest metro station : Pernety 4 mins. walking distance. The satellite TV and free Wi-Fi access in all rooms afford each guest, whether travelling for business or leisure, optimal enjoyment of every moment of their stay. Thanks to the proximity of Pernety metro station, the Latin quarter, St Germain des Près, the Luxembourg Gardens or Notre Dame can be reached in 10 minutes. A personal welcome awaits and the hotel's charming and professional staff are at your disposal 24 ho
Read more";17; Modern Residential Neighborhood ;None;4.5;1,266;4.0;5.0;5.0;4.5;100.0;23.0;125.0;English, French ;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
532;532;Les Plumes Hotel;135;#302;10 rue Lamartine, 75009 Paris France;None;None;"Les Plumes Hotel Paris invites you on a fascinating journey through time, imbued with the romantic charm of 19th century Paris and on a discovery of the mythical couples who marked this period which yielded an abundance of masterpieces.In the footsteps of Paul Verlaine and Arthur Rimbaud, Victor Hugo and Juliette Drouet or George Sand and Alfred de Musset, you can soak up the typical atmosphere of a period guest house in which everything, from the staff’s uniforms to the stylish decorative details, draws you into the deliciously romantic atmosphere of that era.
Read more";35; Romantic ;info@lesplumeshotel.com;4.5;958;4.5;5.0;4.5;4.5;100.0;64.0;596.0;English, French, Spanish, German and 1 more ;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
533;533;Renaissance Paris Arc de Triomphe Hotel;;#368;39 avenue de Wagram, 75017 Paris France;00 1 844-631-0595;https://www.tripadvisor.com/Commerce?p=Marriott_BA&src=183958808&geo=1229799&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=227107702&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZVv1Yg-0V7hS78wkp-sgl2yfHa0xSBqP66PsUxNwpsao&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&dated=true&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=1944c1bbd604b87dfdc61f5bebf5dfc46&ba_uid=8ccbcf91-cfea-4bcc-b850-867c2d3203a8;Located on the Wagram Avenue, only a few steps away from the Champs Elysees and the Arc de Triomphe, Renaissance Paris Arc de Triomphe Hotel is a 5-star hotel that opened in 2009 and is composed of 96 rooms and 22 suites, which have been designed by the architect Christian de Portzamparc and fully renovated in 2018. The hotel is recognizable with its façade made of glass and is a reference in contemporary design.;118;None;None;4.5;1,893;4.5;4.5;4.5;4.0;;;;None;1;0;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0
534;534;Hotel Korner Montparnasse;94;#296;54 rue Falguiere 15th District, 75015 Paris France;None;None;"A new address for you right next to Montparnasse. The hotel is only 5 minutes from the Montparnasse train station and 20 minutes walk to the Eiffel Tower. At the Hotel Korner Montparnasse you will find all you need, big smiles and a few more surprises ...Enjoy our renovated rooms, a good shower and a comfy bed to finish your day. In the morning from 4am (only if you want), begins our famous breakfast with homemade jams and freshly brewed coffee. Off course our reception is open 24 hours a day and we offer free Wi-Fi to our customers ... Plus lots of other little korners to discover during your next visit.
Read more";27; Value ;montparnasse@hotelkorner.com;4.5;317;4.5;4.5;4.5;4.5;;;;English, French, Russian, Spanish and 5 more ;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
535;535;Hotel Korner Eiffel;111;#376;96 avenue Emile Zola 15th Arr., 75015 Paris France;None;None;The Hotel Korner Eiffel is 15-minute walk away from the Eiffel Tower. Renovated in a Parisian style with light colours in a warm and relaxed atmosphere. Enjoy buffet breakfast any time with homemade jams, various types of tea and Nespresso. The Korner team welcomes you 24/24h with a hot or soft drink. WIFI is of course offered. Metro station Charles Michels is 2 minutes walking distance. It is a direct access to the Latin Quarter. Metro station Duplex is an 8-minute walk. It is a direct access to the Champs-Elysees via line 6.;35; Value Residential Neighborhood ;eiffel@hotelkorner.com;4.5;268;4.5;4.5;5.0;4.5;;;;English, French, Russian, Spanish and 3 more ;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;536;Sonder Atala Champs-Elysees;;#3;10 rue Chateaubriand, 75008 Paris France;E-mail hotel;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=228788&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227107789&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkQYN3oTi7Zwr5JZRmOn4N6lJ333OCFAQXWhH9pcHqeRWsBmlLXv5Rk-OlPMQO0Aiaw&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=171617c57494a8d7799be8accbfcc5c41&ba_uid=2b1b7c6c-e419-44b1-a444-428a743b90d1;"Curtain up. Under a magnolia tree in a leafy Parisian courtyard, you're sitting with a glass of vin rouge in one hand and a pen in the other. You might be planning your sightseeing itinerary or jotting down a shopping list for the luxury stores of the Champs-Élysées. But you feel like Simone de Beauvoir, Albert Camus, Édith Piaf on a night off. Atala invites you to be theatrical and you're ready to take the stage. The unmissable art-deco exterior is mirrored in the elongated lettering on the entrance. Dark marble flooring sets a sumptuous scene to your stay. Artwork spills from the lobby walls to the original sculptures of the secluded garden. Time to see where the City of Light gets its name. Watch the dazzling display of the evening Eiffel Tower from the parapet of the Arc de Triomphe, mere moments away. Turning towards the avenue, let your eyes dance through the Jardins des Champs-Élysées right to the pyramid of the Musée du Louvre.
Read more";48;None;reservations@sonder.com;4.5;454;5.0;4.5;4.5;4.0;100.0;60.0;319.0;None;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0
537;537;Chambiges Elysees Hotel;169;#280;8 rue Chambiges 8th Arr., 75008 Paris France;None;None;"In the heart of the prestigious Golden Triangle, The Chambiges Elysees Hotel is a charming 4 stars hotel, ideally located steps away from the Champs Elysees, close to Montaigne Avenue Stretched wall fabrics in warm shades or sepia tones, floral patterns or stripes, light woods and carpets with just a hint of colour, all create rooms which are at times opulent, at times sober, depending on the mix. The communal area of the hotel has two cozy lounges and a small patio. The Chambiges Elysées Paris hotel is an unassuming, convivial hotel in the heart of one of the most stylish quarters of Paris.. We are looking forward to welcoming you soon.
Read more";34; Classic Quaint ;None;4.5;759;5.0;4.5;4.5;4.0;100.0;60.0;196.0;English, French ;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
538;538;Hotel Residence Quintinie;149;#274;5 rue la Quintinie, 75015 Paris France;None;None;"Finding an ideal romantic hotel in Paris does not have to be difficult. Welcome to Hotel Residence Quintinie, a nice option for travelers like you.
Hotel Residence Quintinie is a romantic hotel offering air conditioning, a kitchenette, and a refrigerator in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
For guests with a vehicle, there is paid private parking available nearby.
Read more";15; Quiet Residential Neighborhood ;None;4.5;263;4.5;4.5;4.5;4.5;98.0;10.0;116.0;English, French, Spanish ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
